3.123959183673464257e-01	-3.791313376081161587e-03	0.000000000000000000e+00	-1.392988688167737807e-04	5.617544418951017082e-01	4.229545448878535389e-03	0.000000000000000000e+00	-2.972667385778724413e-04
3.084653061224484905e-01	-4.209209982531482604e-03	-4.178966064503213422e-04	6.964943440838133925e-04	5.656867206054023711e-01	3.337745233144917903e-03	-8.918002157336172697e-04	6.124939794893135290e-04
3.045346938775504997e-01	-2.955520163180685219e-03	1.671586425801118835e-03	-1.336474425885742293e-03	5.687451596023029854e-01	3.391626740145624059e-03	9.456817227343234256e-04	-1.278869465979444236e-03
3.019142857142851910e-01	-3.621770589235673993e-03	-2.337836851856108043e-03	1.592260502316286295e-03	5.718035985992034886e-01	1.446381787675938202e-03	-2.890926675204009283e-03	1.881464744228206198e-03
2.975469387755096951e-01	-3.520662785999031409e-03	2.438944655092750626e-03	-1.101955338481466979e-03	5.722405184559036240e-01	1.308922669952538665e-03	2.753467557480609746e-03	-1.440871087232780496e-03
2.953632653061219471e-01	-1.948639491257931310e-03	-8.669213603516503098e-04	1.951526883442730243e-04	5.748620375961039919e-01	2.493244523215416668e-03	-1.569145704217731960e-03	-5.025910559741368107e-05
2.927428571428566384e-01	-3.097024146928412883e-03	-2.814632953188313182e-04	-1.153901087731857216e-04	5.757358773095042626e-01	-7.958242020122887218e-04	-1.719923021009972996e-03	1.204987652921966738e-03
2.892489795918362083e-01	-4.006121063885632536e-03	-6.276336216383884966e-04	2.664077467485252378e-04	5.744251177394039676e-01	-6.207072852663344988e-04	1.895039937755927219e-03	-8.374127957895683002e-04
2.848816326530607124e-01	-4.462165066916833761e-03	1.715896186071871898e-04	-7.677149046590466647e-05	5.748620375961039919e-01	6.571342028768148219e-04	-6.171984496127776816e-04	3.969841034360981936e-04
2.805142857142851609e-01	-4.349300301100173828e-03	-5.872485279052681639e-05	1.350882296747886761e-03	5.752989574528041272e-01	6.136896139595541481e-04	5.737538606955167909e-04	5.602359521451374383e-04
2.774571428571423470e-01	-4.141031164375667036e-04	3.993922037453133053e-03	-2.706349533260500682e-03	5.770466368796043355e-01	3.441905191786000153e-03	2.254461717130928997e-03	-1.327168341916019900e-03
2.783306122448974129e-01	-5.453076413128024255e-04	-4.125126562328368558e-03	1.613291346498301609e-03	5.814158354466052447e-01	3.969323600299798013e-03	-1.727043308617130487e-03	8.161587052177244825e-04
2.752734693877545435e-01	-3.955686726474634714e-03	7.147474771665364868e-04	-2.529383017122764426e-04	5.844742744435056370e-01	2.963713098718710921e-03	7.214328070360427440e-04	-1.937466478954433940e-03
2.717795918367341690e-01	-3.285006677278390960e-03	-4.406742797029286813e-05	7.086659419833752326e-04	5.862219538703059563e-01	-1.405820724072505846e-03	-5.090966629827259511e-03	2.127588786899078151e-03
2.691591836734688603e-01	-1.247143707268850944e-03	2.081930397979832748e-03	-3.980519968334211606e-04	5.818527553033052691e-01	-5.204987623029790414e-03	1.291799730869974726e-03	-4.560106748409823232e-04
2.695959183673464210e-01	1.722561098190551233e-03	8.877744074795693207e-04	-1.736866117915054561e-03	5.774835567363044708e-01	-3.989420185812788365e-03	-7.623229365297231133e-05	5.702936258652329402e-04
2.704693877551014869e-01	-1.712488440595473591e-03	-4.322823946265594471e-03	1.667965448085572538e-03	5.739881978827039433e-01	-2.431003895523033923e-03	1.634648583942726469e-03	-5.144042585199874165e-04
2.661020408163259909e-01	-5.354239988869945351e-03	6.810723979911227112e-04	3.058206521033267366e-04	5.726774383126036483e-01	-7.049195031975434523e-04	9.143580838276405649e-05	-2.603560185853801955e-04
2.617346938775504950e-01	-3.074633236577719881e-03	1.598534354301102975e-03	-1.144309280988691771e-03	5.718035985992034886e-01	-1.303115942188156143e-03	-6.896322473733765843e-04	-1.918510939389219793e-04
2.591142857142851863e-01	-3.310492370941589026e-03	-1.834393488664972337e-03	1.214273614708570375e-03	5.696189993157030340e-01	-3.257933718751675114e-03	-1.265185529190142495e-03	1.901600107741449911e-03
2.551836734693871955e-01	-3.336458504145822356e-03	1.808427355460739006e-03	-1.529111708457786024e-03	5.669974801755026661e-01	-8.350445390761145406e-05	4.439614794034207022e-03	-2.171511056626251965e-03
2.521265306122443262e-01	-4.306938918597701983e-03	-2.778907769912619067e-03	2.718499749734825093e-03	5.691820794590030097e-01	2.281191964282046694e-03	-2.074918375844549308e-03	-2.062735884374972508e-04
2.477591836734688302e-01	-1.709255209218465271e-03	5.376591479291856213e-03	-2.357132188440708848e-03	5.691820794590030097e-01	-2.487465552719544080e-03	-2.693739141157041033e-03	1.248925983575921786e-03
2.490693877551015123e-01	1.972531184043121045e-03	-1.694805086030269897e-03	-2.777260980128511483e-04	5.652498007487023468e-01	-4.128165884305860789e-03	1.053038809570724325e-03	-4.202317788655024976e-04
2.490693877551015123e-01	-2.250257282055971760e-03	-2.527983380068823342e-03	1.284363111104364812e-03	5.617544418951017082e-01	-3.282783601760919361e-03	-2.076565270257830326e-04	-4.918724813936314591e-06
2.455755102040810822e-01	-3.453134708880523790e-03	1.325105953244271094e-03	-9.291141015066165703e-04	5.582590830415010696e-01	-3.712852830254294127e-03	-2.224127014675919773e-04	8.768265348213828561e-04
2.425183673469382128e-01	-3.590265106911831421e-03	-1.462236351275578725e-03	1.995358601044540988e-03	5.552006440446005664e-01	-1.527198628725329622e-03	2.408066902996556808e-03	-1.754707987671386832e-03
2.394612244897953435e-01	-5.286620063293661232e-04	4.523839451858044022e-03	-2.684973363895995589e-03	5.543268043312004068e-01	-1.975188785746376068e-03	-2.856057060017603254e-03	8.989671354633164274e-04
2.407714285714280256e-01	4.640968056987358065e-04	-3.531080639829942743e-03	1.320045058620964362e-03	5.503945256208997439e-01	-4.990401499391633293e-03	-1.591556536276541342e-04	7.803585860184891450e-04
2.390244897959177828e-01	-2.637929298098256811e-03	4.290545360329501255e-04	4.619359865551194051e-04	5.460253270538989456e-01	-2.967637048591474126e-03	2.181920104427813572e-03	-1.398882339336794288e-03
2.372775510204075955e-01	-3.940122663669984532e-04	1.814862495698308341e-03	-9.841155354537490813e-04	5.438407277703984910e-01	-2.800443857746229628e-03	-2.014726913582569074e-03	8.828920610281354832e-04
2.377142857142851562e-01	2.833661186683707678e-04	-1.137484110662939120e-03	4.173832981170077627e-04	5.399084490600978281e-01	-4.181221501826960785e-03	6.339492695018373756e-04	-3.850064779755393222e-04
2.372775510204075955e-01	-7.394522083064842925e-04	1.146657836880841545e-04	1.880517307408394536e-04	5.359761703497971652e-01	-4.068342396749903729e-03	-5.210701644247804284e-04	2.202139941739972501e-04
2.368408163265300348e-01	5.403455129220226900e-05	6.788209759106025561e-04	-2.961208333252441272e-04	5.316069717827964780e-01	-4.449840743077472863e-03	1.395718180972112677e-04	-5.892964202053638218e-05
2.372775510204075955e-01	5.233140031376748913e-04	-2.095415240651298796e-04	1.229622148050156592e-04	5.272377732157956798e-01	-4.347486032944659386e-03	-3.721710796439786525e-05	1.550457390825934155e-05
2.377142857142851562e-01	4.731175994224620825e-04	1.593451203499171250e-04	2.410066679827421612e-04	5.228685746487948816e-01	-4.375406527148677227e-03	9.296613760380159402e-06	-3.088653612389957915e-06
2.385877551020402776e-01	1.514827844070522952e-03	8.823651242981435817e-04	-2.135194989809183653e-04	5.184993760817941943e-01	-4.366079260465087139e-03	3.065292321028575129e-08	-3.149959459032574684e-06
2.407714285714280256e-01	2.638999595724054667e-03	2.418066273553884859e-04	-6.971327536916953642e-04	5.141301775147932851e-01	-4.375467832995764451e-03	-9.419225453887437546e-06	1.568849144896434459e-05
2.429551020408157735e-01	1.031214589359746468e-03	-1.849591633719697417e-03	-5.509234339517037239e-05	5.097609789477925979e-01	-4.347240809556646157e-03	3.764624889300559622e-05	1.688075420463161502e-03
2.420816326530606521e-01	-2.833245708265159490e-03	-2.014868663905208541e-03	9.175021272724327714e-04	5.071394598075921190e-01	7.922779496188497861e-04	5.101872510282490225e-03	-1.961871749600677551e-03
2.381510204081627169e-01	-4.110476654258278691e-03	7.376377179120896651e-04	-5.577733085518020700e-04	5.110717385178927819e-01	5.110407721381798885e-03	-7.837427385195416688e-04	4.253358413854147971e-05
2.342204081632647261e-01	-4.308521144089505137e-03	-9.356822077433165448e-04	8.768564130573258328e-04	5.154409370848935801e-01	3.670522996758339776e-03	-6.561419861039172229e-04	4.809778429462161918e-04
2.298530612244892302e-01	-3.549316320404160511e-03	1.694887031428661062e-03	-7.659788742898090107e-04	5.189362959384942187e-01	3.801172553389153743e-03	7.867915427347312984e-04	-6.556853858232220391e-04
2.272326530612239215e-01	-2.457478880416265853e-03	-6.030495914407659700e-04	3.385614714162267419e-06	5.228685746487948816e-01	3.407699481388950114e-03	-1.180264614734934927e-03	3.940842735464638040e-04
2.241755102040810521e-01	-3.653421219155310665e-03	-5.928927472982791673e-04	7.524364154331599766e-04	5.254900937889953605e-01	2.229423072558471726e-03	1.988205904456495812e-06	-4.681199496258454696e-05
2.206816326530606220e-01	-2.581897467452389395e-03	1.664416499001200546e-03	-1.266192500936558912e-03	5.276746930724957041e-01	2.092963499479631034e-03	-1.384477789832971493e-04	2.300835630041207400e-04
2.184979591836728741e-01	-3.051641972259665041e-03	-2.134161003808476408e-03	1.691925425047767105e-03	5.298592923559961587e-01	2.506318630525398820e-03	5.518029100290651251e-04	3.174563460392306668e-07
2.150040816326524995e-01	-2.244187704733317194e-03	2.941615271334824689e-03	-2.007631648234189589e-03	5.329177313528966620e-01	3.610876819621646871e-03	5.527552790671828170e-04	-1.105193101788326440e-03
2.136938775510198174e-01	-2.383852106766236149e-03	-3.081279673367744512e-03	1.534519535236045619e-03	5.359761703497971652e-01	1.400808072391033620e-03	-2.762824026297796502e-03	1.798935810606786976e-03
2.097632653061218821e-01	-3.942852847793588099e-03	1.522278932340392779e-03	2.369004460653916942e-04	5.364130902064971895e-01	1.271967451615802196e-03	2.633983405522564644e-03	-4.105920035377282041e-04
2.075795918367340787e-01	-1.875936449166274030e-04	2.232980270536567835e-03	-2.045386625619940568e-03	5.399084490600978281e-01	5.308158252047746710e-03	1.402207394909380086e-03	-2.778086936656463685e-03
2.075795918367340787e-01	-1.857792980703313300e-03	-3.903179606323253434e-03	1.830360342128631475e-03	5.438407277703984910e-01	-2.216877681028841737e-04	-6.932053415060012054e-03	4.532222042962528313e-03
2.036489795918361434e-01	-4.173071166963925743e-03	1.587901420062640774e-03	-9.087078041191447774e-04	5.412192086301981231e-01	-4.891284693353224744e-04	6.664612713827572886e-03	-3.117045247591746730e-03
2.001551020408157133e-01	-3.723391739196079287e-03	-1.138221992294793667e-03	1.367736180470498176e-03	5.442776476270986263e-01	3.488961215544582675e-03	-2.686523028947667736e-03	1.382161096903539903e-03
1.966612244897953388e-01	-1.896627182374172093e-03	2.964986549116701078e-03	-1.068359366742528769e-03	5.464622469105990810e-01	2.262398448359867129e-03	1.459960261762951973e-03	-2.269998565221801939e-04
1.966612244897953388e-01	8.282678156316433237e-04	-2.400915511108852555e-04	-1.514415706431974245e-04	5.499576057641997195e-01	4.501319402319230167e-03	7.789606921964113912e-04	-9.110815275149542446e-04
1.970979591836728995e-01	-1.062399985197193253e-04	-6.944162630404775291e-04	-5.095478200724851310e-04	5.543268043312004068e-01	3.325996204167189566e-03	-1.954283890348451451e-03	3.759671129815809055e-04
1.957877551020402174e-01	-3.023715984818129560e-03	-2.223059723257933031e-03	1.316163463178127331e-03	5.560744837580007260e-01	5.453297624150299765e-04	-8.263825514037087885e-04	-5.927869244114806167e-04
1.918571428571422821e-01	-3.521345041799614061e-03	1.725430666276448746e-03	-1.261228481619704059e-03	5.552006440446005664e-01	-2.885796113626829234e-03	-2.604743324638150639e-03	2.432100441364477058e-03
1.887999999999994127e-01	-3.854169154105828964e-03	-2.058254778582663865e-03	1.981811687790502059e-03	5.521422050477000631e-01	-7.989814388097015059e-04	4.691557999455279668e-03	-1.271057420445210247e-03
1.848693877551014220e-01	-2.025243647899650085e-03	3.887180284788842310e-03	-2.735406024644258111e-03	5.547637241879004311e-01	4.770962298765227087e-03	8.783857381196490339e-04	-1.717069326584102313e-03
1.839959183673463561e-01	-2.457101152254738061e-03	-4.319037789143931154e-03	2.408792002623118180e-03	5.586960028982012050e-01	1.376525795252218866e-03	-4.272822241632657364e-03	2.459376589680303381e-03
1.796285714285708046e-01	-3.868800722673246695e-03	2.907338218725422519e-03	-2.095680353195045198e-03	5.582590830415010696e-01	2.090110810278144986e-04	3.105307527408252780e-03	-1.129719324935723459e-03
